GameDuration,teamDiffAssists,teamDiffAvgLevel,teamDiffCSPerMin,teamDiffDeaths,teamDiffDragons,teamDiffEliteMonsters,teamDiffGoldPerMin,teamDiffHeralds,teamDiffKills,teamDiffTotalExperience,teamDiffTotalGold,teamDiffTotalJungleMinionsKilled,teamDiffTotalMinionsKilled,teamDiffTowersDestroyed,teamDiffWardsDestroyed,teamDiffWardsPlaced,EarlyGameLead
33.0,4,0.5999999999999996,4.899999999999999,5,1,0,65.09999999999991,1,5,2427,651,37,49,1,1,2,0
16.0,2,0.7999999999999998,3.599999999999998,5,1,2,188.20000000000005,1,5,1917,1882,28,36,0,4,3,1
28.0,0,0.0,2.3999999999999986,0,1,1,69.5,0,0,683,695,14,24,0,0,3,0
30.0,1,0.20000000000000018,2.8000000000000007,1,1,0,71.09999999999991,1,1,1614,711,0,28,0,1,2,0
22.0,1,0.20000000000000018,1.5,0,1,1,32.5,0,0,231,325,0,15,0,1,75,1
29.0,1,0.6000000000000005,1.8000000000000007,1,1,1,34.100000000000136,0,1,1582,341,4,18,0,1,1,0
28.0,3,0.20000000000000018,1.9000000000000021,1,1,2,28.40000000000009,1,1,260,284,1,19,0,0,135,1
33.0,5,0.20000000000000018,2.200000000000003,3,0,0,3.699999999999818,0,3,382,37,2,22,0,3,0,0
27.0,3,0.5999999999999996,0.29999999999999716,5,1,1,223.39999999999986,0,5,2021,2234,28,3,0,2,4,1
39.0,1,0.0,1.3999999999999986,1,1,1,29.90000000000009,0,1,238,299,16,14,0,2,12,0
26.0,13,0.6000000000000005,0.09999999999999787,7,1,1,304.60000000000014,0,7,1990,3046,11,1,0,0,4,1
37.0,2,0.0,0.09999999999999787,2,0,1,25.90000000000009,1,2,357,259,2,1,0,3,1,1
40.0,2,0.20000000000000018,0.5,5,1,0,209.5,1,5,1876,2095,14,5,0,2,3,1
18.0,7,0.5999999999999996,5.300000000000001,7,1,0,459.6999999999998,1,7,3583,4597,4,53,0,0,2,1
20.0,4,0.5999999999999996,6.899999999999999,5,0,0,415.0999999999999,0,5,3492,4151,6,69,0,0,19,1
24.0,2,0.1999999999999993,1.1000000000000014,0,0,0,0.2999999999999545,0,0,765,3,11,11,0,3,2,1
33.0,1,0.40000000000000036,4.099999999999998,3,1,1,121.5,0,3,1170,1215,0,41,0,1,1,1
22.0,1,0.40000000000000036,0.10000000000000142,6,1,1,227.9000000000001,0,6,2155,2279,19,1,0,3,1,1
20.0,1,0.40000000000000036,2.8000000000000007,1,1,0,77.10000000000014,1,1,1255,771,7,28,0,2,6,1
25.0,3,0.20000000000000018,1.3000000000000007,1,1,1,128.80000000000018,0,1,685,1288,6,13,0,1,24,1
27.0,5,1.0,4.800000000000001,2,1,2,440.79999999999995,1,2,4522,4408,28,48,2,3,0,1
24.0,8,1.0,1.9000000000000021,7,1,2,338.5,1,7,2980,3385,3,19,0,0,9,1
26.0,3,0.20000000000000018,0.5,3,1,2,169.0999999999999,1,3,1608,1691,7,5,0,3,10,1
29.0,2,0.20000000000000018,1.3000000000000007,3,1,1,99.5,0,3,707,995,9,13,0,4,2,1
28.0,14,0.20000000000000018,3.6999999999999993,7,1,1,240.20000000000005,0,7,2023,2402,20,37,0,0,3,0
32.0,3,0.40000000000000036,0.3000000000000007,0,1,1,2.5,0,0,954,25,20,3,0,0,4,0
27.0,1,0.0,2.099999999999998,3,1,1,122.09999999999991,0,3,494,1221,7,21,0,0,2,1
37.0,9,0.0,2.6999999999999993,5,1,1,184.0999999999999,0,5,591,1841,45,27,0,1,31,0
16.0,8,0.6000000000000005,2.1999999999999993,10,1,2,436.79999999999995,1,10,3523,4368,0,22,0,1,1,1
30.0,5,0.40000000000000036,0.6999999999999993,2,1,1,112.10000000000014,0,2,933,1121,11,7,0,0,18,1
23.0,14,0.6000000000000005,1.4000000000000021,9,1,1,488.20000000000005,0,9,2658,4882,0,14,0,1,0,0
28.0,2,0.40000000000000036,1.3000000000000007,6,0,1,294.5,1,6,2019,2945,4,13,0,0,1,1
39.0,6,0.1999999999999993,1.6999999999999993,3,1,2,100.59999999999991,1,3,820,1006,5,17,0,2,5,1
28.0,1,0.40000000000000036,1.2999999999999972,1,1,1,128.70000000000005,0,1,603,1287,2,13,0,1,2,1
36.0,1,0.20000000000000018,2.8999999999999986,4,1,0,181.69999999999982,1,4,1035,1817,4,29,0,4,5,1
31.0,3,0.40000000000000036,1.8000000000000007,0,1,1,73.29999999999995,0,0,675,733,11,18,0,1,114,1
18.0,6,0.6000000000000005,4.5,3,1,1,241.29999999999995,0,3,2163,2413,26,45,0,1,19,0
32.0,1,0.40000000000000036,3.1999999999999993,1,0,1,109.30000000000018,1,1,1572,1093,7,32,0,1,107,1
23.0,2,0.7999999999999998,6.600000000000001,3,0,0,366.5999999999999,0,3,2993,3666,0,66,0,1,3,0
33.0,11,0.20000000000000018,2.1000000000000014,5,1,1,156.9000000000001,0,5,664,1569,8,21,0,3,1,1
15.0,8,0.8000000000000007,7.300000000000001,7,1,1,440.29999999999995,0,7,3750,4403,16,73,0,1,24,0
20.0,5,0.40000000000000036,4.300000000000001,2,1,1,18.90000000000009,0,2,1118,189,12,43,0,1,66,1
40.0,4,0.40000000000000036,4.199999999999999,6,1,1,215.5999999999999,0,6,1052,2156,8,42,0,0,30,1
24.0,9,0.6000000000000005,1.1999999999999993,9,1,1,437.10000000000014,0,9,3099,4371,3,12,0,2,1,1
33.0,2,0.0,0.1999999999999993,1,1,1,7.7000000000000455,0,1,630,77,3,2,0,3,48,1
29.0,8,0.20000000000000018,2.099999999999998,2,1,1,193.79999999999995,0,2,738,1938,20,21,0,0,3,1
41.0,3,0.20000000000000018,0.3000000000000007,2,1,1,5.7999999999999545,0,2,1047,58,2,3,0,1,2,1
28.0,6,0.20000000000000018,0.3000000000000007,4,1,1,272.29999999999995,0,4,1062,2723,9,3,0,2,3,1
29.0,3,0.20000000000000018,6.300000000000001,1,1,1,141.10000000000014,0,1,1163,1411,1,63,0,1,3,1
30.0,9,0.6000000000000005,1.7000000000000028,8,0,0,299.79999999999995,0,8,3331,2998,8,17,0,1,45,1
27.0,4,0.20000000000000018,0.8000000000000007,0,1,1,9.700000000000045,0,0,1064,97,15,8,0,1,1,1
35.0,1,0.40000000000000036,1.5,5,1,1,139.5,0,5,1943,1395,5,15,0,2,4,1
15.0,5,0.40000000000000036,3.5,5,1,1,243.79999999999995,0,5,1105,2438,0,35,0,1,5,1
33.0,3,0.0,0.40000000000000213,3,1,2,92.5,1,3,360,925,21,4,0,0,4,1
31.0,4,0.0,0.1999999999999993,2,0,1,67.90000000000009,1,2,211,679,13,2,0,1,4,0
24.0,7,0.20000000000000018,3.0,2,1,0,105.0,1,2,1270,1050,7,30,0,1,16,1
24.0,2,0.1999999999999993,2.700000000000003,2,1,2,39.19999999999982,1,2,866,392,3,27,0,0,11,1
21.0,13,0.20000000000000018,6.800000000000001,2,1,1,2.3999999999998636,0,2,483,24,19,68,0,2,24,1
16.0,1,0.40000000000000036,0.5,0,1,1,26.600000000000136,0,0,1738,266,4,5,0,2,4,1
25.0,4,0.39999999999999947,1.3000000000000007,2,1,1,139.60000000000014,0,2,89,1396,17,13,0,0,2,1
28.0,2,0.20000000000000018,1.5,7,1,2,380.70000000000005,1,7,1849,3807,5,15,0,1,2,1
27.0,3,0.0,5.199999999999999,0,0,0,112.70000000000005,0,0,843,1127,4,52,0,2,4,0
25.0,10,1.0,5.299999999999997,6,1,1,382.3000000000002,0,6,3324,3823,1,53,0,2,3,1
31.0,3,0.5999999999999996,0.40000000000000213,2,1,0,3.2000000000000455,1,2,822,32,0,4,0,3,5,1
23.0,4,0.20000000000000018,1.3999999999999986,3,1,1,130.5999999999999,0,3,431,1306,3,14,0,1,4,1
33.0,5,0.20000000000000018,2.1999999999999993,4,1,0,161.79999999999995,1,4,514,1618,2,22,0,3,7,1
23.0,3,0.6000000000000005,3.1999999999999993,4,0,1,285.4000000000001,1,4,2798,2854,2,32,0,1,40,1
28.0,11,0.0,2.1999999999999993,4,1,1,141.69999999999982,0,4,860,1417,8,22,0,1,1,0
24.0,3,0.0,1.3000000000000007,2,0,0,132.0,0,2,178,1320,0,13,0,3,35,1
14.0,4,0.6000000000000005,8.600000000000001,5,1,1,295.4000000000001,0,5,3730,2954,16,86,0,5,4,1
21.0,3,0.20000000000000018,2.8999999999999986,1,1,1,246.0,0,1,498,2460,16,29,0,2,3,0
34.0,0,0.0,5.199999999999999,0,1,1,13.199999999999818,0,0,28,132,18,52,0,16,82,0
16.0,1,0.39999999999999947,5.300000000000001,2,1,1,227.5999999999999,0,2,1630,2276,11,53,0,2,8,1
32.0,2,0.8000000000000007,3.3000000000000007,3,1,1,158.5999999999999,0,3,2622,1586,3,33,0,0,12,1
28.0,4,0.20000000000000018,3.3000000000000007,0,1,0,41.80000000000018,1,0,60,418,3,33,0,11,28,1
29.0,4,0.0,3.1999999999999993,2,1,1,144.9000000000001,0,2,539,1449,4,32,0,2,3,1
29.0,2,0.20000000000000018,4.699999999999999,2,1,1,66.29999999999995,0,2,413,663,9,47,0,0,7,1
25.0,5,0.40000000000000036,1.1999999999999993,0,1,2,33.90000000000009,1,0,1529,339,24,12,0,1,5,1
26.0,5,0.40000000000000036,3.6999999999999993,0,0,0,59.700000000000045,0,0,1198,597,8,37,0,5,4,1
16.0,4,0.0,0.1999999999999993,6,1,1,267.10000000000014,0,6,1258,2671,5,2,0,4,0,1
20.0,5,0.40000000000000036,2.799999999999997,9,1,1,288.9000000000001,0,9,2882,2889,3,28,0,2,4,1
26.0,5,0.0,4.699999999999999,4,1,0,111.09999999999991,1,4,679,1111,4,47,0,0,14,1
24.0,3,0.20000000000000018,3.6999999999999993,3,1,1,197.20000000000005,0,3,717,1972,2,37,0,1,9,1
28.0,5,0.20000000000000018,0.8000000000000007,2,1,1,145.70000000000005,0,2,715,1457,20,8,0,2,2,0
33.0,7,0.6000000000000005,0.09999999999999787,5,1,2,256.5999999999999,1,5,2224,2566,0,1,0,2,3,1
42.0,1,0.0,1.4000000000000021,2,0,1,56.30000000000018,1,2,442,563,14,14,0,0,2,1
31.0,2,0.6000000000000005,0.5,6,1,1,292.39999999999986,0,6,1587,2924,13,5,0,4,0,1
20.0,10,0.6000000000000005,2.1000000000000014,4,1,1,293.5,0,4,1462,2935,11,21,0,0,3,1
35.0,3,0.39999999999999947,2.1999999999999993,3,1,1,167.10000000000014,0,3,1072,1671,15,22,0,0,3,0
35.0,2,0.20000000000000018,0.3999999999999986,0,0,0,28.199999999999818,0,0,399,282,9,4,0,3,2,1
34.0,6,0.40000000000000036,2.1000000000000014,2,1,1,89.59999999999991,0,2,661,896,16,21,0,14,21,1
25.0,7,0.40000000000000036,1.3000000000000007,4,1,0,299.29999999999995,1,4,2494,2993,13,13,1,2,3,0
21.0,5,0.40000000000000036,0.7000000000000028,4,1,1,181.0,0,4,1012,1810,8,7,0,0,2,1
33.0,7,0.40000000000000036,1.9000000000000021,4,1,1,246.10000000000014,0,4,1828,2461,15,19,0,0,21,1
26.0,5,0.39999999999999947,0.5,3,0,1,162.0,1,3,1431,1620,11,5,0,0,1,1
16.0,4,0.6000000000000005,1.1999999999999993,4,0,0,237.5,0,4,2688,2375,12,12,0,2,22,1
28.0,1,0.0,0.3000000000000007,1,1,1,61.799999999999955,0,1,413,618,13,3,0,3,19,1
35.0,6,0.6000000000000005,4.800000000000001,3,0,0,225.29999999999995,0,3,2082,2253,7,48,0,0,1,1
37.0,4,0.7999999999999998,0.5,4,1,1,282.0999999999999,0,4,2754,2821,4,5,0,1,73,1
30.0,0,0.40000000000000036,1.4000000000000021,3,1,2,171.5999999999999,1,3,1837,1716,24,14,0,1,1,0
24.0,2,0.20000000000000018,2.8000000000000007,1,0,0,50.09999999999991,0,1,495,501,0,28,0,1,2,1
29.0,5,0.39999999999999947,1.799999999999999,5,1,1,283.0,0,5,2212,2830,14,18,0,1,1,0
19.0,8,0.0,1.8000000000000007,8,0,1,314.0,1,8,1824,3140,6,18,0,3,8,1
28.0,1,0.0,0.8000000000000007,2,1,0,115.20000000000005,1,2,1535,1152,16,8,0,2,34,0
20.0,2,0.0,2.3000000000000007,1,1,1,70.39999999999986,0,1,193,704,12,23,0,5,5,1
29.0,6,0.20000000000000018,0.3999999999999986,6,0,0,262.10000000000014,0,6,2483,2621,8,4,0,2,2,1
27.0,7,0.20000000000000018,3.3999999999999986,5,0,1,252.9000000000001,1,5,1607,2529,8,34,0,1,4,1
37.0,3,0.0,3.900000000000002,1,1,1,109.90000000000009,0,1,396,1099,7,39,0,0,3,1
18.0,5,1.0,4.5,2,0,1,314.70000000000005,1,2,3323,3147,24,45,0,2,10,1
17.0,6,0.40000000000000036,0.8000000000000007,5,1,1,314.1999999999998,0,5,2037,3142,36,8,0,6,3,1
19.0,5,0.20000000000000018,3.1999999999999993,2,0,0,123.10000000000014,0,2,496,1231,10,32,0,0,4,1
30.0,2,0.40000000000000036,0.6999999999999993,2,0,0,199.10000000000014,0,2,1055,1991,37,7,0,0,2,0
20.0,12,1.0,0.8000000000000007,10,1,1,425.0,0,10,3916,4250,19,8,1,3,3,1
28.0,10,0.8000000000000007,0.40000000000000213,6,1,2,368.29999999999995,1,6,3420,3683,35,4,0,2,21,1
20.0,7,0.20000000000000018,0.5,7,1,0,331.29999999999995,1,7,1465,3313,1,5,0,2,53,1
21.0,9,0.40000000000000036,1.1999999999999993,2,1,0,211.70000000000005,1,2,180,2117,6,12,0,0,6,1
28.0,3,1.0,0.6000000000000014,6,1,1,326.79999999999995,0,6,3888,3268,32,6,0,0,0,0
39.0,2,0.20000000000000018,3.6000000000000014,3,1,1,62.899999999999864,0,3,209,629,1,36,0,1,8,1
18.0,1,0.7999999999999998,2.5,6,1,2,318.39999999999986,1,6,3874,3184,14,25,0,0,4,1
26.0,3,0.40000000000000036,0.3999999999999986,3,1,2,89.0,1,3,1261,890,32,4,0,0,35,1
16.0,9,1.0,0.0,5,1,1,464.5999999999999,0,5,3186,4646,40,0,1,1,34,1
25.0,3,0.20000000000000018,1.7000000000000028,2,1,1,193.70000000000005,0,2,1019,1937,2,17,0,8,29,1
30.0,1,0.20000000000000018,2.700000000000003,0,1,1,1.5,0,0,2108,15,1,27,0,0,8,1
19.0,2,0.40000000000000036,0.3999999999999986,1,0,0,4.400000000000091,0,1,673,44,1,4,0,3,5,0
48.0,2,0.20000000000000018,1.3999999999999986,4,0,0,313.3000000000002,0,4,2377,3133,18,14,0,1,1,1
22.0,7,0.5999999999999996,2.6999999999999993,4,1,1,245.0,0,4,2260,2450,0,27,0,2,2,0
24.0,0,0.6000000000000005,2.0,2,0,0,130.89999999999986,0,2,657,1309,16,20,0,9,27,0
28.0,4,0.0,0.3999999999999986,1,1,1,99.40000000000009,0,1,266,994,19,4,0,2,1,1
24.0,8,0.6000000000000005,2.3000000000000007,8,0,1,419.9000000000001,1,8,3415,4199,8,23,1,2,10,0
36.0,4,0.20000000000000018,2.1999999999999993,3,0,0,240.5,0,3,1720,2405,3,22,0,1,29,0
22.0,2,0.0,0.6000000000000014,1,0,0,44.09999999999991,0,1,379,441,8,6,0,2,1,0
24.0,3,0.0,1.8999999999999986,0,1,0,75.90000000000009,1,0,221,759,17,19,0,2,0,1
27.0,2,0.0,1.0,1,0,0,89.79999999999995,0,1,732,898,4,10,0,1,5,0
24.0,2,0.20000000000000018,2.6000000000000014,3,1,2,239.70000000000005,1,3,958,2397,24,26,0,1,5,1
23.0,4,0.39999999999999947,1.5,2,1,1,114.90000000000009,0,2,1056,1149,8,15,0,1,4,0
29.0,2,0.20000000000000018,3.1999999999999993,0,1,1,85.70000000000005,0,0,1040,857,4,32,0,3,8,0
16.0,1,0.40000000000000036,1.0999999999999979,3,0,1,323.70000000000005,1,3,2680,3237,12,11,1,2,21,0
30.0,2,0.20000000000000018,1.4000000000000021,2,1,1,107.19999999999982,0,2,411,1072,6,14,0,2,3,1
27.0,3,0.20000000000000018,0.3000000000000007,4,1,1,152.20000000000005,0,4,1504,1522,3,3,0,2,4,0
38.0,4,0.0,0.6999999999999993,4,1,1,263.3000000000002,0,4,1640,2633,5,7,0,3,5,1
34.0,6,0.20000000000000018,0.5,1,0,1,21.299999999999955,1,1,399,213,24,5,0,0,9,1
24.0,0,0.40000000000000036,4.199999999999999,2,1,2,331.5,1,2,2013,3315,32,42,1,1,4,0
36.0,1,1.0,6.300000000000001,7,1,1,398.70000000000005,0,7,3310,3987,15,63,0,1,1,1
35.0,1,0.0,1.3000000000000007,1,1,1,41.69999999999982,0,1,81,417,7,13,0,0,27,0
47.0,15,0.40000000000000036,5.400000000000002,10,1,1,473.1999999999998,0,10,1805,4732,10,54,0,2,37,1
24.0,1,0.20000000000000018,1.0,2,1,0,151.70000000000005,1,2,69,1517,1,10,0,2,4,1
20.0,4,0.0,0.5999999999999979,8,1,1,260.9000000000001,0,8,2248,2609,16,6,0,7,26,1
35.0,0,0.0,3.3999999999999986,2,1,1,6.7000000000000455,0,2,481,67,10,34,0,2,1,0
23.0,7,0.40000000000000036,3.400000000000002,2,1,1,59.299999999999955,0,2,702,593,10,34,0,0,5,1
29.0,4,0.20000000000000018,3.1999999999999993,6,1,1,338.79999999999995,0,6,1882,3388,1,32,0,1,20,1
26.0,11,0.6000000000000005,2.099999999999998,7,1,1,423.29999999999995,0,7,3106,4233,12,21,0,3,5,1
37.0,2,0.40000000000000036,3.599999999999998,2,0,0,16.699999999999818,0,2,395,167,2,36,0,2,2,1
32.0,3,0.20000000000000018,3.8999999999999986,2,1,1,208.79999999999995,0,2,2417,2088,16,39,0,3,1,0
20.0,1,0.8000000000000007,6.0,2,1,0,164.70000000000005,1,2,3035,1647,4,60,0,1,0,1
33.0,2,0.40000000000000036,2.200000000000003,1,1,1,100.40000000000009,0,1,211,1004,9,22,0,2,2,0
28.0,5,0.40000000000000036,2.8000000000000007,2,1,2,162.5,1,2,1945,1625,12,28,0,1,8,0
25.0,1,0.40000000000000036,3.099999999999998,6,0,0,433.9000000000001,0,6,2857,4339,16,31,0,1,27,1
27.0,0,0.20000000000000018,1.5,3,1,0,114.20000000000005,1,3,229,1142,3,15,0,1,13,0
15.0,7,1.0,5.099999999999998,7,1,1,477.39999999999986,0,7,3524,4774,8,51,0,1,2,0
27.0,18,1.0,1.1999999999999993,13,1,1,521.9000000000001,0,13,4005,5219,4,12,0,2,2,0
39.0,13,0.20000000000000018,0.3000000000000007,4,1,1,198.39999999999986,0,4,1530,1984,13,3,0,3,6,0
22.0,4,0.20000000000000018,2.700000000000003,2,0,1,69.70000000000005,1,2,700,697,38,27,0,0,1,1
41.0,1,0.0,2.0,0,1,1,77.40000000000009,0,0,1187,774,11,20,0,2,2,1
37.0,3,0.0,3.1999999999999993,2,1,1,42.700000000000045,0,2,479,427,16,32,0,2,2,0
29.0,4,0.20000000000000018,3.3999999999999986,1,1,0,148.70000000000005,1,1,617,1487,12,34,1,0,1,1
22.0,1,0.40000000000000036,4.899999999999999,2,1,1,196.0,0,2,1464,1960,8,49,0,1,4,1
26.0,14,0.7999999999999998,0.1999999999999993,9,0,0,469.5,0,9,2313,4695,8,2,0,0,2,1
34.0,5,0.20000000000000018,2.400000000000002,1,1,1,4.7000000000000455,0,1,264,47,8,24,0,4,58,1
21.0,9,0.20000000000000018,4.199999999999999,7,1,0,214.5,1,7,917,2145,18,42,0,1,16,0
16.0,2,0.20000000000000018,3.8000000000000007,2,1,2,90.70000000000005,1,2,411,907,29,38,0,4,7,1
36.0,1,0.40000000000000036,1.1999999999999993,2,1,0,156.4000000000001,1,2,1214,1564,8,12,0,2,47,1
34.0,5,0.20000000000000018,2.8999999999999986,4,1,0,68.59999999999991,1,4,350,686,12,29,0,3,23,0
23.0,3,0.20000000000000018,2.099999999999998,2,1,2,53.100000000000136,1,2,947,531,13,21,0,3,28,0
25.0,1,0.0,3.6999999999999993,2,1,1,50.600000000000136,0,2,228,506,24,37,0,4,3,0
26.0,3,0.20000000000000018,3.3000000000000007,1,1,1,152.80000000000018,0,1,1421,1528,7,33,0,0,10,1
26.0,4,0.0,2.0,2,1,0,237.60000000000014,1,2,894,2376,0,20,0,3,15,1
33.0,2,0.0,1.0,1,1,1,31.299999999999955,0,1,1056,313,11,10,0,0,20,0
19.0,7,0.20000000000000018,1.7000000000000028,2,1,2,130.60000000000014,1,2,998,1306,4,17,0,1,1,0
38.0,0,0.6000000000000005,0.6000000000000014,0,1,0,99.70000000000005,1,0,1143,997,24,6,0,2,1,1
25.0,5,0.20000000000000018,0.3000000000000007,3,1,2,192.29999999999995,1,3,734,1923,9,3,0,1,10,1
30.0,2,0.40000000000000036,1.8999999999999986,2,1,2,251.79999999999995,1,2,860,2518,3,19,1,4,2,1
36.0,7,0.6000000000000005,5.200000000000003,8,1,2,494.9000000000001,1,8,3427,4949,8,52,1,2,1,0
27.0,1,0.0,2.8000000000000007,2,1,1,11.5,0,2,80,115,5,28,0,1,2,0
37.0,13,1.0,2.3999999999999986,7,1,2,481.39999999999986,1,7,3701,4814,11,24,1,1,6,1
33.0,4,0.40000000000000036,4.0,2,1,1,226.10000000000014,0,2,1906,2261,16,40,0,1,17,1
19.0,7,0.6000000000000005,0.8000000000000007,9,0,0,290.4000000000001,0,9,3121,2904,17,8,0,0,3,0
15.0,7,1.2000000000000002,3.6000000000000014,7,1,2,659.7,1,7,4613,6597,25,36,1,7,2,1
37.0,3,0.6000000000000005,3.8999999999999986,4,1,1,426.89999999999986,0,4,3208,4269,0,39,1,1,3,1
17.0,2,0.20000000000000018,1.4000000000000021,0,1,1,21.799999999999955,0,0,1933,218,8,14,0,1,24,1
22.0,7,0.20000000000000018,0.8000000000000007,6,1,0,326.29999999999995,1,6,1440,3263,19,8,1,1,2,1
23.0,8,0.20000000000000018,0.5,3,1,1,359.70000000000005,0,3,862,3597,8,5,1,0,5,1
29.0,7,0.0,0.3000000000000007,4,1,1,172.5,0,4,1169,1725,8,3,0,2,37,1
34.0,2,0.20000000000000018,1.3999999999999986,2,1,2,50.0,1,2,64,500,4,14,0,2,6,1
15.0,13,0.7999999999999998,0.8000000000000007,9,0,0,553.3,0,9,2481,5533,1,8,0,3,70,1
28.0,3,0.20000000000000018,0.8000000000000007,4,1,1,202.79999999999995,0,4,1165,2028,2,8,0,0,4,1
22.0,2,0.40000000000000036,1.0999999999999979,4,1,2,313.0999999999999,1,4,1768,3131,13,11,1,1,1,0
26.0,3,0.0,0.8000000000000007,5,1,1,330.4000000000001,0,5,85,3304,2,8,1,1,39,1
30.0,1,0.20000000000000018,4.599999999999998,2,0,0,142.10000000000014,0,2,1364,1421,13,46,1,4,7,0
31.0,1,0.5999999999999996,3.599999999999998,2,1,1,198.0,0,2,3337,1980,21,36,0,1,27,1
19.0,1,0.6000000000000005,1.0999999999999979,3,1,1,164.79999999999995,0,3,1881,1648,26,11,0,1,2,0
28.0,1,0.0,4.199999999999999,3,0,0,23.90000000000009,0,3,285,239,5,42,0,3,2,1
23.0,7,0.5999999999999996,2.8999999999999986,6,1,0,164.29999999999995,1,6,2462,1643,10,29,1,1,28,1
31.0,8,0.20000000000000018,4.5,4,1,1,99.40000000000009,0,4,85,994,18,45,0,3,39,1
32.0,4,0.5999999999999996,1.1000000000000014,0,1,0,102.5,1,0,1860,1025,14,11,1,1,1,0
15.0,3,0.8000000000000007,1.6000000000000014,4,1,0,282.0,1,4,2226,2820,12,16,0,1,7,1
27.0,14,1.0,2.1999999999999993,9,1,1,561.7,0,9,4035,5617,30,22,0,0,2,1
15.0,5,0.6000000000000005,0.8000000000000007,4,1,2,273.29999999999995,1,4,2104,2733,16,8,0,1,4,1
32.0,5,0.20000000000000018,3.200000000000003,3,1,1,0.5,0,3,185,5,5,32,0,17,32,1
23.0,11,0.20000000000000018,1.9000000000000021,4,1,1,133.30000000000018,0,4,284,1333,15,19,0,2,5,1
29.0,6,0.20000000000000018,1.3000000000000007,6,1,1,171.80000000000018,0,6,1073,1718,20,13,0,3,1,0
42.0,4,0.40000000000000036,3.3000000000000007,1,1,0,213.19999999999982,1,1,2887,2132,11,33,0,3,1,0
16.0,10,1.0,5.600000000000001,11,1,0,643.8999999999999,1,11,4362,6439,1,56,0,2,1,1
30.0,3,0.40000000000000036,4.5,4,1,2,256.4000000000001,1,4,2469,2564,2,45,0,5,3,1
24.0,10,0.6000000000000005,3.0,6,1,0,348.10000000000014,1,6,1919,3481,27,30,0,1,17,1
36.0,1,0.20000000000000018,3.3999999999999986,2,1,1,235.0,0,2,1981,2350,18,34,0,2,2,1
43.0,14,0.8000000000000007,2.3999999999999986,8,1,1,380.4000000000001,0,8,2878,3804,8,24,0,2,23,0
23.0,8,0.40000000000000036,1.5,6,1,1,280.4000000000001,0,6,2924,2804,2,15,0,0,4,1
32.0,0,0.0,0.6999999999999993,3,0,1,95.09999999999991,1,3,101,951,1,7,0,2,1,1
18.0,2,0.6000000000000005,5.100000000000001,0,1,2,283.0999999999999,1,0,1855,2831,15,51,1,2,0,0
24.0,6,0.20000000000000018,7.599999999999998,1,1,1,200.60000000000014,0,1,617,2006,12,76,0,1,21,1
29.0,5,0.20000000000000018,0.6999999999999993,2,1,2,170.79999999999995,1,2,419,1708,5,7,0,1,51,1
30.0,4,0.20000000000000018,0.0,5,1,1,201.80000000000018,0,5,2401,2018,7,0,0,0,60,1
34.0,3,0.20000000000000018,0.10000000000000142,1,1,1,38.299999999999955,0,1,759,383,12,1,0,2,3,1
16.0,9,0.7999999999999998,7.699999999999999,7,1,1,419.89999999999986,0,7,3576,4199,9,77,0,1,8,0
35.0,2,0.20000000000000018,1.0999999999999979,3,1,1,124.0,0,3,793,1240,7,11,0,1,0,1
29.0,4,0.40000000000000036,2.900000000000002,0,1,0,9.0,1,0,1069,90,4,29,0,1,0,1
21.0,2,0.20000000000000018,2.3999999999999986,2,1,1,73.69999999999982,0,2,50,737,13,24,0,1,26,1
27.0,3,0.20000000000000018,5.0,1,1,0,99.29999999999995,1,1,1759,993,4,50,0,4,6,0
15.0,8,0.5999999999999996,5.699999999999999,3,0,0,262.70000000000005,0,3,2458,2627,9,57,0,2,18,1
32.0,2,0.40000000000000036,0.5,2,1,2,35.30000000000018,1,2,280,353,24,5,0,6,18,1
24.0,4,0.6000000000000005,0.3999999999999986,2,1,1,123.20000000000005,0,2,1358,1232,4,4,0,1,1,0
22.0,1,0.20000000000000018,2.3000000000000007,0,1,2,107.10000000000014,1,0,644,1071,23,23,0,5,4,1
27.0,1,0.6000000000000005,0.5999999999999979,4,1,1,223.29999999999995,0,4,3109,2233,8,6,0,1,25,0
15.0,5,1.0,4.300000000000001,6,1,1,437.60000000000014,0,6,4106,4376,11,43,0,1,2,1
27.0,3,0.40000000000000036,0.0,5,0,0,193.0999999999999,0,5,2084,1931,17,0,0,3,17,0
21.0,7,0.6000000000000005,5.199999999999999,6,1,2,266.9000000000001,1,6,2743,2669,9,52,0,0,8,1
34.0,6,0.40000000000000036,1.6999999999999993,6,1,1,259.5999999999999,0,6,1052,2596,11,17,0,1,13,1
21.0,2,0.5999999999999996,3.5,3,1,1,108.09999999999991,0,3,1757,1081,27,35,0,3,1,0
18.0,4,0.39999999999999947,5.099999999999998,2,1,1,252.29999999999995,0,2,2080,2523,4,51,0,1,1,0
36.0,0,0.40000000000000036,4.199999999999999,2,1,2,120.70000000000005,1,2,488,1207,28,42,0,1,23,1
22.0,3,0.40000000000000036,0.5999999999999979,2,1,1,110.59999999999991,0,2,1309,1106,0,6,0,3,2,0
30.0,2,0.20000000000000018,3.1999999999999993,1,1,0,26.59999999999991,1,1,613,266,3,32,0,1,24,1
29.0,4,0.20000000000000018,1.0,4,1,1,106.90000000000009,0,4,1104,1069,7,10,0,15,52,0
