GameDuration,teamDiffAssists,teamDiffAvgLevel,teamDiffCSPerMin,teamDiffDeaths,teamDiffDragons,teamDiffEliteMonsters,teamDiffGoldPerMin,teamDiffHeralds,teamDiffKills,teamDiffTotalExperience,teamDiffTotalGold,teamDiffTotalJungleMinionsKilled,teamDiffTotalMinionsKilled,teamDiffTowersDestroyed,teamDiffWardsDestroyed,teamDiffWardsPlaced,EarlyGameLead
26.0,1,0.0,0.1999999999999993,2,1,1,2.2999999999999545,0,2,338,23,0,2,0,0,23,0
24.0,8,0.5999999999999996,5.300000000000001,4,1,2,156.5,1,4,1752,1565,41,53,0,1,4,1
24.0,4,0.39999999999999947,1.6999999999999993,3,1,1,154.5,0,3,1824,1545,37,17,0,2,3,1
37.0,8,0.0,0.20000000000000284,5,0,0,226.0,0,5,248,2260,11,2,0,0,1,1
46.0,2,0.6000000000000005,1.1999999999999993,4,1,1,253.5,0,4,2654,2535,10,12,0,1,70,1
29.0,3,0.0,2.5,3,0,1,151.4000000000001,1,3,1421,1514,12,25,0,1,22,0
30.0,2,0.0,0.8999999999999986,2,1,2,142.60000000000014,1,2,26,1426,8,9,0,2,12,1
26.0,6,0.7999999999999998,4.300000000000001,2,1,1,241.39999999999986,0,2,3087,2414,0,43,1,12,26,0
44.0,2,0.20000000000000018,5.5,0,1,0,100.69999999999982,1,0,1105,1007,0,55,0,3,1,0
19.0,5,1.0,4.900000000000002,4,1,1,474.9000000000001,0,4,3580,4749,12,49,1,3,1,1
26.0,5,0.0,0.5,3,0,0,135.79999999999995,0,3,1063,1358,0,5,0,1,1,0
16.0,4,0.6000000000000005,1.6000000000000014,4,0,0,147.4000000000001,0,4,963,1474,9,16,0,0,3,0
18.0,7,0.20000000000000018,1.1000000000000014,6,0,1,258.8000000000002,1,6,1543,2588,12,11,0,3,5,1
26.0,5,0.20000000000000018,4.199999999999999,1,1,1,1.400000000000091,0,1,202,14,0,42,0,0,3,0
13.0,6,0.7999999999999998,2.0,7,1,0,535.8999999999999,1,7,4990,5359,40,20,0,2,22,1
28.0,10,0.20000000000000018,1.0999999999999979,4,0,1,362.0,1,4,282,3620,16,11,1,1,3,1
16.0,5,0.40000000000000036,4.400000000000002,3,0,0,229.5,0,3,2516,2295,1,44,0,1,1,0
24.0,11,0.20000000000000018,0.3999999999999986,7,1,1,293.20000000000005,0,7,2135,2932,4,4,0,0,23,0
39.0,5,0.1999999999999993,2.400000000000002,4,1,1,203.69999999999982,0,4,281,2037,14,24,0,4,23,1
27.0,2,0.20000000000000018,1.5,3,1,1,99.20000000000005,0,3,609,992,9,15,0,3,5,1
22.0,7,0.0,0.8999999999999986,3,0,0,156.79999999999995,0,3,611,1568,21,9,0,2,1,0
21.0,7,0.0,0.3999999999999986,1,1,0,72.70000000000005,1,1,322,727,18,4,0,2,4,0
29.0,0,0.0,0.3000000000000007,1,1,1,18.5,0,1,45,185,11,3,0,1,2,0
25.0,0,0.40000000000000036,1.3000000000000007,2,1,1,132.20000000000005,0,2,2276,1322,8,13,0,1,38,1
22.0,2,0.0,2.0,2,0,0,106.79999999999995,0,2,618,1068,8,20,0,3,1,1
27.0,4,0.0,1.5,3,1,1,197.5,0,3,1433,1975,3,15,0,4,3,1
29.0,9,0.40000000000000036,1.6999999999999993,4,1,1,239.10000000000014,0,4,1726,2391,17,17,0,3,3,0
20.0,0,0.0,1.6999999999999993,0,0,0,57.0,0,0,368,570,7,17,0,1,50,0
30.0,8,0.6000000000000005,1.8000000000000007,3,1,1,113.79999999999995,0,3,1758,1138,4,18,0,0,6,1
27.0,6,1.0,5.899999999999999,8,1,0,697.1999999999998,1,8,3956,6972,9,59,1,2,3,1
34.0,1,0.20000000000000018,1.3000000000000007,0,1,2,42.200000000000045,1,0,43,422,1,13,0,3,16,1
20.0,11,0.7999999999999998,1.9000000000000021,7,1,1,290.60000000000014,0,7,2360,2906,8,19,0,2,16,1
24.0,2,0.20000000000000018,8.2,4,1,0,456.60000000000014,1,4,2032,4566,9,82,1,2,10,1
36.0,5,0.20000000000000018,3.099999999999998,3,1,1,157.0999999999999,0,3,693,1571,6,31,0,2,0,1
20.0,6,0.40000000000000036,2.3000000000000007,7,0,0,355.5999999999999,0,7,2950,3556,6,23,0,4,55,1
24.0,4,0.40000000000000036,4.100000000000001,4,1,2,301.5,1,4,3067,3015,7,41,0,0,28,1
24.0,3,0.40000000000000036,0.3000000000000007,1,1,0,32.40000000000009,1,1,1651,324,7,3,0,3,9,1
19.0,1,0.0,4.899999999999999,4,1,1,135.0,0,4,577,1350,6,49,1,1,21,0
15.0,2,0.0,4.0,2,1,1,39.399999999999864,0,2,55,394,14,40,0,0,0,0
29.0,6,0.20000000000000018,0.8000000000000007,2,1,0,159.70000000000005,1,2,715,1597,6,8,0,0,14,1
18.0,5,1.2000000000000002,6.699999999999999,5,1,1,535.5,0,5,5889,5355,48,67,0,2,2,1
20.0,6,0.40000000000000036,1.4000000000000021,1,1,1,14.5,0,1,972,145,20,14,0,1,1,1
32.0,1,0.20000000000000018,3.5,0,1,0,112.0,1,0,477,1120,0,35,0,1,21,1
23.0,4,0.20000000000000018,1.5,3,1,1,9.899999999999864,0,3,277,99,19,15,1,4,15,1
20.0,4,0.40000000000000036,1.6999999999999993,0,1,2,98.0,1,0,403,980,20,17,0,5,189,0
16.0,8,0.7999999999999998,2.299999999999997,9,1,1,535.0999999999999,0,9,3549,5351,10,23,0,0,1,1
21.0,3,0.40000000000000036,3.099999999999998,5,1,1,249.0,0,5,1110,2490,0,31,0,1,41,1
32.0,3,0.5999999999999996,2.1000000000000014,1,1,1,75.5,0,1,1590,755,8,21,0,2,35,0
20.0,5,0.6000000000000005,2.8000000000000007,5,0,1,416.10000000000014,1,5,2591,4161,4,28,2,0,6,1
21.0,4,0.20000000000000018,1.0,3,1,1,147.5999999999999,0,3,1149,1476,4,10,0,0,4,1
29.0,3,0.20000000000000018,0.8000000000000007,1,1,2,33.600000000000136,1,1,936,336,2,8,0,3,2,0
32.0,2,0.20000000000000018,2.0,2,1,0,23.40000000000009,1,2,406,234,25,20,0,2,11,0
27.0,7,0.7999999999999998,0.0,4,1,1,190.0999999999999,0,4,3111,1901,29,0,0,3,4,0
33.0,2,0.0,2.6999999999999993,1,1,2,51.90000000000009,1,1,643,519,8,27,0,2,1,0
26.0,1,0.6000000000000005,4.600000000000001,4,1,2,230.10000000000014,1,4,2659,2301,8,46,0,3,1,1
29.0,3,0.1999999999999993,2.3000000000000007,1,1,0,48.09999999999991,1,1,977,481,11,23,0,1,1,1
18.0,6,0.20000000000000018,2.900000000000002,2,1,2,141.29999999999995,1,2,1302,1413,16,29,0,2,0,1
43.0,1,0.0,1.3000000000000007,1,1,1,13.5,0,1,997,135,9,13,0,0,25,1
28.0,1,0.0,0.3999999999999986,1,0,1,44.200000000000045,1,1,145,442,18,4,0,3,0,0
21.0,6,0.5999999999999996,3.3000000000000007,3,1,1,235.60000000000014,0,3,2431,2356,13,33,0,4,29,0
23.0,11,0.1999999999999993,1.3000000000000007,2,1,1,26.59999999999991,0,2,912,266,21,13,0,1,39,1
27.0,10,0.20000000000000018,1.6000000000000014,4,1,1,52.5,0,4,476,525,1,16,0,2,6,0
16.0,2,0.8000000000000007,1.3000000000000007,4,0,1,285.9000000000001,1,4,2944,2859,1,13,0,3,1,1
30.0,5,0.6000000000000005,3.8000000000000007,5,1,2,425.29999999999995,1,5,2731,4253,1,38,0,3,24,1
35.0,6,0.20000000000000018,0.6000000000000014,4,1,0,192.29999999999995,1,4,1300,1923,8,6,0,0,3,1
18.0,1,0.6000000000000005,4.399999999999999,1,0,1,327.79999999999995,1,1,1873,3278,19,44,1,2,7,0
26.0,2,0.20000000000000018,6.199999999999999,6,0,0,114.60000000000014,0,6,441,1146,9,62,0,1,2,1
21.0,4,0.7999999999999998,3.5,9,1,1,409.10000000000014,0,9,3392,4091,20,35,0,1,0,1
31.0,5,0.0,0.8999999999999986,2,1,1,37.90000000000009,0,2,725,379,9,9,0,3,4,1
22.0,3,0.20000000000000018,2.1999999999999993,0,1,0,47.59999999999991,1,0,100,476,12,22,0,1,1,0
19.0,7,0.5999999999999996,0.6999999999999993,3,0,0,204.0999999999999,0,3,1289,2041,0,7,0,0,14,1
46.0,8,0.20000000000000018,1.3000000000000007,3,0,0,155.20000000000005,0,3,1506,1552,10,13,0,0,9,1
22.0,9,0.40000000000000036,0.7999999999999972,8,0,0,224.29999999999995,0,8,2024,2243,15,8,0,0,2,1
30.0,3,0.40000000000000036,1.8000000000000007,4,0,0,223.69999999999982,0,4,1848,2237,16,18,0,1,40,1
38.0,2,0.20000000000000018,6.100000000000001,0,1,1,139.5,0,0,711,1395,6,61,0,3,18,1
27.0,4,0.20000000000000018,0.5,0,1,0,25.700000000000045,1,0,1665,257,4,5,0,0,1,0
24.0,1,0.20000000000000018,3.1999999999999993,1,1,1,132.30000000000018,0,1,25,1323,9,32,0,3,3,1
42.0,3,0.5999999999999996,0.10000000000000142,3,1,1,87.39999999999986,0,3,1276,874,8,1,0,0,24,0
33.0,10,0.7999999999999998,6.0,8,1,2,456.5,1,8,2079,4565,8,60,0,1,1,1
29.0,4,0.20000000000000018,5.699999999999999,1,1,2,81.10000000000014,1,1,1024,811,35,57,1,4,6,0
31.0,7,0.20000000000000018,0.6999999999999993,3,0,0,175.5,0,3,1014,1755,9,7,0,7,4,1
17.0,1,0.40000000000000036,4.5,2,0,1,149.9000000000001,1,2,2433,1499,8,45,0,0,19,1
21.0,6,0.7999999999999998,1.8999999999999986,5,0,1,321.5,1,5,2650,3215,19,19,0,2,3,1
26.0,4,0.40000000000000036,1.6999999999999993,0,1,1,151.9000000000001,0,0,1488,1519,38,17,0,2,1,1
15.0,1,0.7999999999999998,1.5,4,0,0,248.79999999999995,0,4,2913,2488,2,15,0,2,4,0
38.0,4,0.40000000000000036,5.099999999999998,1,0,1,66.70000000000005,1,1,1243,667,25,51,0,2,2,1
34.0,1,0.20000000000000018,2.3000000000000007,1,0,0,17.199999999999818,0,1,1254,172,7,23,0,1,2,1
35.0,6,0.20000000000000018,0.6999999999999993,4,1,1,197.20000000000005,0,4,1613,1972,2,7,0,1,14,0
30.0,2,0.20000000000000018,2.5,1,1,1,39.59999999999991,0,1,1091,396,7,25,0,1,21,0
22.0,5,0.0,2.6000000000000014,2,0,0,41.299999999999955,0,2,857,413,21,26,0,4,30,1
31.0,4,0.0,0.8000000000000007,1,1,2,43.899999999999864,1,1,751,439,4,8,0,0,26,1
29.0,8,0.6000000000000005,4.300000000000001,6,0,1,232.89999999999986,1,6,2416,2329,14,43,0,2,0,0
23.0,12,0.20000000000000018,0.7999999999999972,8,1,1,274.5999999999999,0,8,1939,2746,18,8,0,0,20,1
25.0,1,0.20000000000000018,0.3999999999999986,3,1,2,96.39999999999986,1,3,271,964,1,4,0,1,4,1
39.0,10,0.39999999999999947,3.1999999999999993,4,1,1,235.70000000000005,0,4,1436,2357,4,32,0,1,35,1
26.0,3,0.0,1.2000000000000028,2,1,0,101.60000000000014,1,2,310,1016,0,12,0,1,5,1
34.0,13,0.20000000000000018,0.6999999999999993,9,1,2,396.0,1,9,1446,3960,8,7,0,3,68,1
25.0,4,0.8000000000000007,5.300000000000001,3,1,1,254.70000000000005,0,3,2796,2547,7,53,0,1,22,1
20.0,13,0.0,0.6999999999999993,2,0,0,129.4000000000001,0,2,267,1294,17,7,0,3,5,1
18.0,8,0.7999999999999998,2.0,9,1,1,388.60000000000014,0,9,3453,3886,4,20,0,2,3,1
31.0,6,0.20000000000000018,2.0,5,1,1,310.0,0,5,1006,3100,1,20,0,0,11,1
24.0,0,0.40000000000000036,0.3000000000000007,0,1,0,187.39999999999986,1,0,1408,1874,8,3,0,0,77,0
26.0,4,0.20000000000000018,0.1999999999999993,0,1,1,24.59999999999991,0,0,549,246,4,2,0,1,1,0
37.0,1,0.20000000000000018,0.09999999999999787,0,1,1,34.700000000000045,0,0,393,347,0,1,0,1,1,0
27.0,1,0.7999999999999998,0.0,0,1,0,193.5999999999999,1,0,1799,1936,4,0,1,1,2,0
27.0,0,0.20000000000000018,1.6999999999999993,0,0,0,96.59999999999991,0,0,111,966,1,17,0,2,4,1
15.0,13,1.0,0.3999999999999986,11,1,1,542.3,0,11,4119,5423,0,4,0,2,18,1
21.0,2,0.40000000000000036,2.6999999999999993,2,1,2,123.39999999999986,1,2,962,1234,4,27,0,13,22,0
36.0,2,0.20000000000000018,1.3000000000000007,1,0,0,82.20000000000005,0,1,592,822,10,13,0,5,27,1
30.0,6,0.7999999999999998,0.3000000000000007,7,1,1,335.79999999999995,0,7,2837,3358,16,3,0,2,0,1
22.0,1,0.20000000000000018,2.3999999999999986,1,1,0,44.30000000000018,1,1,396,443,12,24,0,3,0,1
26.0,5,0.39999999999999947,3.099999999999998,0,0,0,46.600000000000136,0,0,608,466,13,31,0,0,6,0
21.0,0,0.40000000000000036,3.3999999999999986,1,1,1,119.19999999999982,0,1,1896,1192,23,34,0,3,0,1
26.0,0,0.20000000000000018,4.0,0,1,0,17.799999999999955,1,0,882,178,31,40,0,0,1,0
36.0,1,0.0,2.3000000000000007,4,1,1,203.5,0,4,1237,2035,12,23,0,1,2,0
21.0,5,0.6000000000000005,0.9000000000000021,5,1,2,457.9000000000001,1,5,3361,4579,22,9,2,3,45,1
24.0,0,0.20000000000000018,1.8000000000000007,1,1,1,7.7000000000000455,0,1,875,77,8,18,0,0,0,0
41.0,8,0.0,0.5,3,1,1,29.59999999999991,0,3,1370,296,16,5,0,1,5,0
38.0,6,0.5999999999999996,5.399999999999999,4,1,1,217.10000000000014,0,4,2897,2171,9,54,0,4,1,0
23.0,12,0.5999999999999996,0.7000000000000028,6,1,1,337.0,0,6,2895,3370,1,7,0,2,3,1
26.0,1,0.20000000000000018,1.3999999999999986,3,1,2,172.29999999999995,1,3,1090,1723,3,14,0,2,1,1
29.0,10,0.20000000000000018,1.6999999999999993,4,1,1,275.89999999999986,0,4,980,2759,5,17,0,4,3,1
32.0,4,0.6000000000000005,0.3999999999999986,4,0,0,170.30000000000018,0,4,2550,1703,18,4,0,0,5,0
16.0,9,0.40000000000000036,0.6999999999999993,6,1,1,269.89999999999986,0,6,1015,2699,8,7,0,0,1,1
26.0,4,0.0,0.40000000000000213,3,0,0,220.10000000000014,0,3,374,2201,9,4,0,1,4,1
25.0,10,0.40000000000000036,0.09999999999999787,7,1,1,313.60000000000014,0,7,1557,3136,4,1,0,0,17,1
25.0,4,0.6000000000000005,6.400000000000002,8,1,2,498.20000000000005,1,8,3368,4982,4,64,0,1,0,1
25.0,4,0.0,0.6999999999999993,4,0,1,95.29999999999995,1,4,677,953,12,7,0,0,3,1
25.0,3,0.40000000000000036,1.8999999999999986,5,1,2,77.69999999999982,1,5,977,777,1,19,0,2,1,1
16.0,14,0.40000000000000036,4.5,10,1,2,557.0999999999999,1,10,2139,5571,4,45,0,14,18,1
31.0,4,0.5999999999999996,2.1000000000000014,4,1,2,209.79999999999995,1,4,1464,2098,15,21,0,3,22,0
36.0,0,0.20000000000000018,5.5,0,1,0,191.5999999999999,1,0,1404,1916,10,55,0,1,1,1
34.0,2,0.20000000000000018,3.0,0,1,0,71.20000000000005,1,0,1633,712,8,30,0,0,3,1
26.0,3,0.6000000000000005,1.5,2,1,1,112.90000000000009,0,2,1348,1129,0,15,0,3,26,1
25.0,2,0.40000000000000036,3.900000000000002,4,1,0,273.5,1,4,2136,2735,10,39,0,1,2,1
24.0,13,0.6000000000000005,1.3999999999999986,7,1,1,309.5999999999999,0,7,2404,3096,5,14,0,2,130,0
30.0,6,0.40000000000000036,1.8999999999999986,2,1,1,105.80000000000018,0,2,1404,1058,1,19,0,2,0,1
17.0,4,0.0,2.5,2,1,0,107.5,1,2,525,1075,8,25,1,2,70,1
33.0,4,0.20000000000000018,2.1999999999999993,2,1,1,53.100000000000136,0,2,28,531,16,22,0,2,9,1
28.0,2,0.20000000000000018,2.8000000000000007,1,1,1,40.899999999999864,0,1,292,409,4,28,0,1,1,1
24.0,3,0.0,1.5999999999999979,2,0,1,51.700000000000045,1,2,151,517,11,16,1,1,2,1
24.0,5,0.20000000000000018,3.5,2,1,1,1.699999999999818,0,2,514,17,0,35,0,2,4,0
25.0,0,0.5999999999999996,0.1999999999999993,0,0,0,139.89999999999986,0,0,1293,1399,7,2,0,3,28,1
26.0,4,0.20000000000000018,1.3000000000000007,2,0,1,127.79999999999995,1,2,1387,1278,5,13,0,1,2,0
20.0,4,0.40000000000000036,1.5,6,1,1,338.5,0,6,2781,3385,4,15,0,5,0,1
23.0,3,0.20000000000000018,1.1000000000000014,3,1,0,13.600000000000136,1,3,365,136,4,11,1,0,22,1
24.0,7,0.40000000000000036,0.5,3,1,2,133.9000000000001,1,3,1176,1339,8,5,0,6,26,0
28.0,1,0.6000000000000005,0.8000000000000007,1,0,1,252.10000000000014,1,1,3096,2521,44,8,0,1,41,1
27.0,12,0.8000000000000007,0.40000000000000213,8,0,0,425.5,0,8,2387,4255,11,4,0,0,79,1
27.0,2,0.20000000000000018,0.5,0,0,0,30.200000000000045,0,0,764,302,23,5,0,3,3,1
19.0,13,0.0,1.6999999999999993,5,1,1,274.0999999999999,0,5,425,2741,15,17,1,1,5,1
14.0,4,1.0,6.0,5,1,2,367.5,1,5,2389,3675,14,60,1,1,35,1
34.0,3,0.40000000000000036,0.6999999999999993,0,1,1,4.600000000000136,0,0,1299,46,12,7,0,1,4,0
35.0,16,0.20000000000000018,1.6999999999999993,6,1,0,107.09999999999991,1,6,107,1071,13,17,0,2,0,1
27.0,8,0.6000000000000005,0.5,3,1,2,42.69999999999982,1,3,1475,427,31,5,0,2,21,1
33.0,3,0.20000000000000018,4.699999999999999,2,1,2,118.39999999999986,1,2,1807,1184,9,47,0,2,28,0
29.0,3,0.20000000000000018,1.6999999999999993,0,1,1,5.600000000000136,0,0,694,56,10,17,0,3,22,0
32.0,5,0.0,3.8999999999999986,4,1,1,220.0999999999999,0,4,615,2201,16,39,0,0,1,0
24.0,5,0.40000000000000036,3.6999999999999993,2,1,1,61.0,0,2,1156,610,12,37,0,0,24,0
23.0,3,0.6000000000000005,3.6999999999999993,4,1,2,397.39999999999986,1,4,2785,3974,12,37,1,0,1,1
30.0,1,0.20000000000000018,2.0,0,1,1,11.799999999999955,0,0,299,118,26,20,0,0,8,0
35.0,3,0.20000000000000018,6.600000000000001,1,0,0,95.5,0,1,748,955,12,66,0,1,21,0
25.0,1,0.20000000000000018,2.1999999999999993,3,1,2,68.59999999999991,1,3,893,686,15,22,0,2,25,0
40.0,7,0.20000000000000018,0.3999999999999986,2,1,0,108.60000000000014,1,2,637,1086,12,4,0,2,22,1
23.0,6,0.0,1.5999999999999979,4,1,0,241.0999999999999,1,4,875,2411,4,16,0,4,15,1
15.0,18,0.8000000000000007,6.0,9,1,1,533.7,0,9,3334,5337,4,60,0,1,4,1
24.0,6,0.0,2.0,4,0,1,204.0,1,4,725,2040,1,20,0,1,1,1
33.0,7,0.40000000000000036,5.0,6,1,0,213.89999999999986,1,6,868,2139,7,50,0,2,22,1
33.0,5,0.0,0.8999999999999986,4,1,2,123.09999999999991,1,4,888,1231,2,9,0,0,11,0
21.0,3,0.40000000000000036,0.10000000000000142,2,1,0,194.69999999999982,1,2,1677,1947,8,1,0,2,5,0
20.0,6,0.0,0.5,1,1,1,65.29999999999995,0,1,556,653,13,5,0,3,14,1
35.0,0,0.20000000000000018,0.3999999999999986,2,0,0,114.89999999999986,0,2,1888,1149,9,4,0,1,10,0
29.0,4,0.20000000000000018,3.3000000000000007,3,1,1,91.09999999999991,0,3,870,911,14,33,0,15,51,1
29.0,5,0.5999999999999996,6.4,5,1,1,475.1999999999998,0,5,2451,4752,5,64,1,1,25,1
31.0,1,0.0,1.7999999999999972,1,1,0,29.59999999999991,1,1,440,296,15,18,0,5,5,1
47.0,8,0.0,3.1000000000000014,2,1,1,116.29999999999995,0,2,539,1163,7,31,0,0,0,0
19.0,2,0.0,4.699999999999999,3,1,1,167.20000000000005,0,3,470,1672,23,47,0,5,3,1
34.0,4,0.40000000000000036,2.0,4,0,0,250.20000000000005,0,4,3183,2502,12,20,0,3,22,1
29.0,0,0.20000000000000018,4.5,1,1,1,183.29999999999995,0,1,917,1833,9,45,0,0,4,1
34.0,1,0.6000000000000005,0.1999999999999993,4,1,1,122.79999999999995,0,4,1785,1228,4,2,0,3,23,1
14.0,11,0.8000000000000007,2.0,10,0,1,552.0999999999999,1,10,4435,5521,21,20,1,1,4,1
31.0,2,0.40000000000000036,2.6000000000000014,1,1,1,101.59999999999991,0,1,1306,1016,4,26,0,1,40,0
32.0,5,0.40000000000000036,1.6999999999999993,3,1,1,124.59999999999991,0,3,150,1246,8,17,0,1,5,0
29.0,3,0.20000000000000018,2.0,1,1,2,45.59999999999991,1,1,69,456,4,20,0,1,3,0
15.0,18,0.6000000000000005,2.6000000000000014,10,0,0,508.70000000000005,0,10,2795,5087,9,26,0,0,103,1
20.0,9,1.0,5.5,10,0,0,400.60000000000014,0,10,3678,4006,16,55,0,0,1,1
22.0,6,0.0,4.299999999999997,1,1,1,87.59999999999991,0,1,1141,876,12,43,0,3,26,1
26.0,5,0.6000000000000005,3.5,0,0,0,121.59999999999991,0,0,1810,1216,9,35,0,2,0,0
22.0,4,0.6000000000000005,2.599999999999998,2,1,0,143.20000000000005,1,2,889,1432,11,26,1,2,1,1
30.0,1,0.5999999999999996,2.0,7,1,1,359.3000000000002,0,7,3240,3593,8,20,0,0,8,1
21.0,6,0.20000000000000018,3.3999999999999986,2,1,1,0.20000000000004547,0,2,345,2,8,34,0,3,9,0
24.0,8,0.20000000000000018,0.1999999999999993,5,1,1,203.39999999999986,0,5,884,2034,0,2,0,1,1,0
27.0,5,0.0,2.8000000000000007,5,0,0,96.59999999999991,0,5,455,966,16,28,0,2,5,1
30.0,5,0.20000000000000018,1.1000000000000014,0,1,1,116.69999999999982,0,0,461,1167,0,11,0,3,0,1
24.0,5,0.20000000000000018,1.0,4,1,1,212.79999999999995,0,4,1289,2128,3,10,0,3,41,0
24.0,9,0.40000000000000036,0.0,5,1,2,197.0999999999999,1,5,2626,1971,4,0,0,2,2,0
27.0,4,0.40000000000000036,0.8999999999999986,0,0,0,70.79999999999995,0,0,1311,708,0,9,0,12,67,1
30.0,0,0.0,1.5999999999999979,0,1,1,129.60000000000014,0,0,4,1296,3,16,0,0,1,0
22.0,17,0.6000000000000005,2.900000000000002,12,1,2,592.3999999999999,1,12,3368,5924,3,29,0,2,1,1
22.0,2,0.40000000000000036,0.3999999999999986,4,0,0,144.29999999999995,0,4,2143,1443,16,4,0,1,1,1
30.0,4,0.20000000000000018,0.09999999999999787,1,1,1,0.20000000000004547,0,1,1484,2,12,1,0,2,12,0
27.0,8,0.40000000000000036,2.799999999999997,4,0,1,107.0,1,4,1731,1070,24,28,1,2,1,1
23.0,1,0.40000000000000036,3.799999999999997,1,1,1,123.79999999999995,0,1,1708,1238,8,38,0,1,6,0
27.0,3,0.40000000000000036,0.09999999999999787,3,0,0,130.0,0,3,1228,1300,0,1,0,2,0,0
29.0,1,0.20000000000000018,1.5,1,1,0,28.200000000000045,1,1,192,282,12,15,0,0,22,0
30.0,1,0.0,1.0,1,1,0,45.59999999999991,1,1,1135,456,0,10,0,1,1,1
28.0,4,0.20000000000000018,3.8999999999999986,5,0,0,116.70000000000005,0,5,510,1167,1,39,0,2,3,1
20.0,0,0.20000000000000018,0.5,1,1,0,45.700000000000045,1,1,383,457,7,5,0,2,0,1
20.0,11,0.6000000000000005,1.6000000000000014,8,1,2,442.9000000000001,1,8,3004,4429,6,16,0,2,6,1
32.0,4,0.40000000000000036,2.1000000000000014,2,1,1,90.70000000000005,0,2,414,907,18,21,0,3,3,1
39.0,2,0.20000000000000018,2.700000000000003,0,1,1,91.39999999999986,0,0,1227,914,26,27,0,2,24,1
44.0,10,0.40000000000000036,2.3999999999999986,3,0,0,23.199999999999818,0,3,1633,232,35,24,0,3,36,0
30.0,2,0.20000000000000018,2.5,0,0,0,34.399999999999864,0,0,1270,344,36,25,0,2,23,0
17.0,5,0.6000000000000005,2.599999999999998,5,0,1,290.39999999999986,1,5,2819,2904,3,26,0,0,102,0
31.0,1,0.0,0.20000000000000284,0,1,1,35.5,0,0,336,355,16,2,0,0,1,0
28.0,1,0.40000000000000036,0.3000000000000007,1,1,1,191.10000000000014,0,1,1969,1911,18,3,0,3,3,0
31.0,6,0.20000000000000018,2.900000000000002,1,1,0,157.20000000000005,1,1,2164,1572,8,29,0,0,14,0
35.0,7,0.20000000000000018,4.900000000000002,5,1,1,199.5999999999999,0,5,860,1996,6,49,0,1,21,1
18.0,6,0.40000000000000036,1.3000000000000007,6,1,2,380.1999999999998,1,6,1762,3802,12,13,1,1,10,1
32.0,1,0.39999999999999947,2.5,2,1,1,95.59999999999991,0,2,1451,956,3,25,0,0,3,0
35.0,2,0.0,1.3000000000000007,2,0,0,24.0,0,2,131,240,9,13,0,9,25,1
27.0,2,0.20000000000000018,3.6999999999999993,2,1,1,82.79999999999995,0,2,79,828,11,37,0,2,4,1
17.0,18,1.0,2.599999999999998,11,1,2,510.20000000000005,1,11,3977,5102,4,26,0,1,25,1
35.0,7,0.0,1.6000000000000014,4,1,1,77.80000000000018,0,4,752,778,8,16,0,2,3,0
24.0,6,0.6000000000000005,2.3000000000000007,5,0,0,243.0999999999999,0,5,1886,2431,6,23,0,3,14,1
29.0,2,0.20000000000000018,0.6000000000000014,0,0,0,53.0,0,0,1280,530,16,6,0,1,2,1
29.0,0,0.20000000000000018,3.1000000000000014,0,0,0,76.59999999999991,0,0,331,766,5,31,0,3,19,0
29.0,6,0.6000000000000005,1.6000000000000014,4,0,0,417.1999999999998,0,4,2185,4172,11,16,1,4,0,0
19.0,4,1.0,1.1999999999999993,1,1,2,157.79999999999995,1,1,2563,1578,37,12,1,1,2,1
32.0,3,0.0,0.40000000000000213,2,1,1,96.40000000000009,0,2,72,964,3,4,0,4,5,1
29.0,4,0.5999999999999996,1.8000000000000007,5,1,2,176.4000000000001,1,5,1515,1764,8,18,0,1,5,0
20.0,5,0.0,5.699999999999999,3,1,1,321.20000000000005,0,3,786,3212,15,57,0,3,64,1
33.0,2,0.40000000000000036,3.299999999999997,2,1,1,225.9000000000001,0,2,2256,2259,4,33,0,0,6,0
20.0,1,0.6000000000000005,1.3999999999999986,2,1,0,171.79999999999995,1,2,2947,1718,11,14,0,3,2,1
28.0,3,0.0,0.10000000000000142,3,1,1,115.89999999999986,0,3,157,1159,12,1,0,2,1,1
15.0,8,1.0,0.5,5,1,2,323.20000000000005,1,5,2573,3232,49,5,0,1,3,1
16.0,7,0.6000000000000005,4.200000000000003,6,1,0,324.79999999999995,1,6,2152,3248,7,42,0,0,4,1
22.0,5,0.40000000000000036,0.7000000000000028,2,0,0,124.79999999999995,0,2,843,1248,0,7,0,1,54,0
30.0,2,0.40000000000000036,0.8000000000000007,1,1,0,13.600000000000136,1,1,583,136,0,8,0,3,2,1
30.0,6,0.39999999999999947,0.6000000000000014,4,1,0,46.80000000000018,1,4,1886,468,4,6,1,0,3,0
28.0,2,0.6000000000000005,2.1999999999999993,5,1,2,390.89999999999986,1,5,2136,3909,6,22,2,1,5,1
27.0,0,0.5999999999999996,0.09999999999999787,1,1,1,96.09999999999991,0,1,973,961,13,1,0,1,3,1
27.0,9,0.0,0.3999999999999986,5,1,1,293.60000000000014,0,5,1305,2936,26,4,0,1,3,1
28.0,2,0.6000000000000005,2.3000000000000007,2,1,0,176.5999999999999,1,2,1606,1766,9,23,0,1,24,1
36.0,9,0.40000000000000036,1.6999999999999993,5,1,1,292.9000000000001,0,5,1515,2929,10,17,0,0,31,1
